Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Merrill Gardens at West Covina,"1400 W West Covina Pkwy, West Covina, CA 91790",Not available,Assisted Living,https://www.caring.com/senior-living/california/west-covina/merrill-gardens-at-west-covina-91790,Unknown,(800) 558-0653,Not found
Grace Blossom Care,"20430 Harvest Ave, Lakewood, CA 90715",Not available,Assisted Living,https://www.caring.com/senior-living/california/lakewood/grace-blossom-care,Unknown,(800) 558-0653,Not found
Bentley Hills by Serenity Care Health,"3121 Castle Heights Ave, Los Angeles, CA 90034","$6,000",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/bentley-hills-by-serenity-care-health,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/bentley-manor/3917/
Emerald Isle Assisted Living Calzada Home,"28016 Calzada Dr., Rancho Palos Verdes, CA 90274",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/emerald-isle-assisted-living-calzada-home-90274,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/emerald-isle-assisted-living/5387/
Jasmines Residential Care For Elderly,"10407 Payette Drive, Whittier, CA 90603",Not available,Assisted Living,https://www.caring.com/senior-living/california/whittier/jasmines-residential-care-for-elderly-90603,Unknown,(800) 558-0653,Not found
Angels Home Care,"28030 Acana Road, Rancho Palos Verdes, CA 90274",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/angels-home-care,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/angels-home-care/3444/
Golden Groves Residential Care,"2841 Golden Ave., Long Beach, CA 90806",Not available,Assisted Living,https://www.caring.com/senior-living/california/long-beach/golden-groves-residential-care,Unknown,(800) 558-0653,Not found
Angel's Haven II,"28022 Acana Road, Rancho Palos Verdes, CA 90275","$4,000",Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/angel-s-haven-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/angel-s-haven-ii/3415/
Parkview Manor,"5055 Novgorod Street, Los Angeles, CA 90032",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/parkview-manor,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/torrance/parkview-terrace/8538/
MorningStar of Pasadena,"951 S. Fair Oaks Ave., Pasadena, CA 91105","$4,800",Assisted Living,https://www.caring.com/senior-living/california/pasadena/morningstar-of-pasadena,Unknown,(800) 558-0653,Not found
Amber Ville,"2314 E. Poppy Street, Long Beach, CA 90805",Not available,Assisted Living,https://www.caring.com/senior-living/california/long-beach/amber-ville-90805,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/long-beach/amber-ville/3311/
Golden Life Home Care VIII,"2423 Santa Fe Avenue, Torrance, CA 90501","$3,500",Assisted Living,https://www.caring.com/senior-living/california/torrance/golden-life-homecare-viii-90501,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/torrance/golden-life-home-care-iii/51685/
Savant of Norwalk,"11515 FIRESTONE BLVD., Norwalk, CA 90650",Not available,Assisted Living,https://www.caring.com/senior-living/california/norwalk/savant-of-norwalk,Unknown,(800) 558-0653,Not found
Amazing Paradise Home Care,"312 West 229Th Street, Carson, CA 90745",Not available,Assisted Living,https://www.caring.com/senior-living/california/carson/amazing-paradise-home-care-90745,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/carson/amazing-paradise-home-care/50914/
Jamber Residential Facility,"18936 Stefani Avenue, Cerritos, CA 90703",Not available,Assisted Living,https://www.caring.com/senior-living/california/cerritos/jamber-residential-facility-90703,Unknown,(800) 558-0653,Not found
Hope House LLC,"4239 S Harvard Blvd, Los Angeles, CA 90062",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/hope-house-llc-90062,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/ca/los-angeles/hope-home-health-care/79005/
Our Hands Care-CLOSED,"3721 Linden Avenue, Long Beach, CA 90807",Not available,Assisted Living,https://www.caring.com/senior-living/california/long-beach/our-hands-care-closed,Unknown,(800) 558-0653,Not found
Forever Young,"1059 S. Windsor Blvd, Los Angeles, CA 90019","$3,000",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/forever-young-90019,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/forever-young/5746/
Centinela Valley Care Retirement,"1000 SO. FLOWER ST., Inglewood, CA 90301",Not available,Assisted Living,https://www.caring.com/senior-living/california/inglewood/centinela-valley-care-retirement-90301,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/inglewood/centinela-skilled-nursing-wellness-centre-west/56167/
St. John of God Retirement & Care Center,"2468 South St. Andrews Place, Los Angeles, CA 90018","$4,500",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/st-richard-pampuri-90018,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/los-angeles/st-john-of-god-retirement/55253/
Emerald Isle Assisted Living,"27781 Hawthorne Boulevard, Rancho Palos Verdes, CA 90275",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/emerald-isle-assisted-living-90275,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/emerald-isle-assisted-living/5387/
Fair Oaks Manor III,"5035 Echo Street, Los Angeles, CA 90042",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/fair-oaks-manor-iii,Unknown,(800) 558-0653,Not found
Oceanfront Carehome,"3605 South Carlina St, Los Angeles, CA 90731",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/oceanfront-carehome,Unknown,(800) 558-0653,Not found
Golden Care Living,"2052 Redondela Drive, Rancho Palos Verdes, CA 90275",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/golden-care-living,Unknown,(800) 558-0653,Not found
La Posada In San Dimas,"1452 Goldrush Drive, San Dimas, CA 91773",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-dimas/la-posada-in-san-dimas-91773,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-dimas/la-posada-in-san-dimas/51925/
Terra Verde Living,"27563 Longhill Dr, Rancho Palos Verdes, CA 90275","$3,600",Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/terra-verde-living-90275,Unknown,(800) 558-0653,Not found
Cen Family Arf Ii,"3965 Sutro Ave, Los Angeles, CA 90008",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/cen-family-arf-ii,Unknown,(800) 558-0653,Not found
House of Hope,"8441 San Marino Dr, Buena Park, CA 90620",Not available,Assisted Living,https://www.caring.com/senior-living/california/buena-park/house-of-hope-90620,Unknown,(800) 558-0653,Not found
Golden Care Living II,"1854 EL Rey Road, San Pedro, CA 90732",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-pedro/golden-care-living-ii,Unknown,(800) 558-0653,Not found
Alper'S Care Home,"12192 Magnolia Street, Garden Grove, CA 92841",Not available,Assisted Living,https://www.caring.com/senior-living/california/garden-grove/alper-s-care-home-garden-grove,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/garden-grove/alper-s-care-home/50900/
Infinity Care of East Los Angeles,"101 S Fickett Street, Los Angeles, CA 90033",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/infinity-care-of-east-los-angeles-90033,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/los-angeles/infinity-care-of-east-los-angeles/56063/
Victoria Residential Care Homes,"414 S Abelian Ave, West Covina, CA 91792",Not available,Assisted Living,https://www.caring.com/senior-living/california/west-covina/victoria-residential-care-homes,Unknown,(800) 558-0653,Not found
Best Care Home,"6002 Thor Dr, Huntington Beach, CA 92647",Not available,Assisted Living,https://www.caring.com/senior-living/california/huntington-beach/best-care-home160639,Unknown,(800) 558-0653,Not found
Ardmore Home Care,"128 N. Ardmore Avenue, Los Angeles, CA 90004",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/ardmore-home-care-los-angeles,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/ardmore-home-care/50980/
Cen Family Arf,"1255 Leighton Avenue, Los Angeles, CA 90037",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/cen-family-arf,Unknown,(800) 558-0653,Not found
Alabaster Elderly Care,"3200 West 80Th Street, Inglewood, CA 90305",Not available,Assisted Living,https://www.caring.com/senior-living/california/inglewood/alabaster-elderly-care-inglewood,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/inglewood/alabaster-elderly-care/50870/
Villa Flora Care Home I,"18480 Santa Alberta Circle, Fountain Valley, CA 92708","$3,000",Assisted Living,https://www.caring.com/senior-living/california/fountain-valley/villa-flora-care-home-i-92708,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/fountain-valley/villa-flora-care-home/10504/
Lisa Marie Guest Home,"3451 Santa Ana St., Huntington Park, CA 90255",Not available,Assisted Living,https://www.caring.com/senior-living/california/huntington-park/lisa-marie-guest-home,Unknown,(800) 558-0653,Not found
South Coast Manor C,"10452 Mildred Ave, Garden Grove, CA 92843",Not available,Assisted Living,https://www.caring.com/senior-living/california/garden-grove/south-coast-manor-c-garden-grove,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/garden-grove/south-coast-manor-c/52588/
Star House 1,"22410 Evalyn Avenue, Torrance, CA 90505",Not available,Assisted Living,https://www.caring.com/senior-living/california/torrance/star-house-1,Unknown,(800) 558-0653,Not found
House Of Grace Llc,"618 Ridgefield Drive, Claremont, CA 91711",Not available,Assisted Living,https://www.caring.com/senior-living/california/claremont/house-of-grace-llc,Unknown,(800) 558-0653,Not found
Pacific Sunrise Home  3,"28128 Lomo Drive, Rancho Palos Verdes, CA 90275",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/pacific-sunrise-home-3,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/pacific-sunrise-home-3/52262/
Meadowlark Gardens V - CLOSED,"17342 Zeider Lane, Huntington Beach, CA 92647",Not available,Assisted Living,https://www.caring.com/senior-living/california/huntington-beach/meadowlark-gardens-v-closed,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/huntington-beach/meadowlark-gardens-on-cornell/52047/
Catalina Home Care Services,"241 N. Catalina St., Los Angeles, CA 90004",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/catalina-home-care-services,Unknown,(800) 558-0653,Not found
Allen's Palm Cove Residence Care of Cerridos,"18714 Kingsrowe, Cerritos, CA 90703","$2,800",Assisted Living,https://www.caring.com/senior-living/california/cerritos/allens-palm-cove-residence-care-of-cerridos-90703,Unknown,(800) 558-0653,Not found
Blessed Touch Home Care,"1730 W. 1St Street, San Pedro, CA 90732",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-pedro/blessed-touch-home-care-san-pedro,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-pedro/blessed-touch-home-care/51093/
Kind Heart Home Care II,"1978 Avenida Feliciano, Rancho Palos Verdes, CA 90275","$3,500",Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/kind-heart-home-care-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/kind-heart-home-care/51898/
Lake Balboa Boarding Care,"15830 Marlin Place, Lake Balboa, CA 91406",Not available,Assisted Living,https://www.caring.com/senior-living/california/lake-balboa/lake-balboa-boarding-care-lake-balboa,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/van-nuys/lake-balboa-boarding-care/51935/
Hoover Home,"1306 North Hoover Street, Los Angeles, CA 90027",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/hoover-home,Unknown,(800) 558-0653,Not found
Dhaniella's Care Home,"1380 Oakhorne Dr, Harbor City, CA 90710",Not available,Assisted Living,https://www.caring.com/senior-living/california/harbor-city/dhaniella-s-care-home-harbor-city,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/harbor-city/dhaniella-s-care-home/51447/
Hollyservices,"2211 S Hacienda Blvd #101, Hacienda Heights, CA 91745",Not available,Assisted Living,https://www.caring.com/senior-living/california/hacienda-heights/hollyservices,Unknown,(800) 558-0653,Not found
Amalfi Living Inc.,"22620 Madison St, Torrance, CA 90505",Not available,Assisted Living,https://www.caring.com/senior-living/california/torrance/amalfi-living-inc,Unknown,(800) 558-0653,Not found
Center For Behavioral Change Iii,"2426 Marcella, West Covina, CA 91792",Not available,Assisted Living,https://www.caring.com/senior-living/california/west-covina/center-for-behavioral-change-iii,Unknown,(800) 558-0653,Not found
Golden Life Home Care III,"1644 W 222nd Street, Torrance, CA 90501","$3,500",Assisted Living,https://www.caring.com/senior-living/california/torrance/golden-life-home-care-iii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/torrance/golden-life-home-care-iii/51685/
Summer House At Ladera Heights,"6108 Damask Ave, Los Angeles, CA 90056",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/summer-house-at-ladera-heights-los-angeles,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/summer-house-at-ladera-heights/52655/
The View at Ladera Heights,"5540 Bedford Ave, Los Angeles, CA 90056",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/the-view-at-ladera-heights-90056,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/view-at-ladera-heights/10474/
Dee'S Group Home #3,"941 W. 77Th Street, Los Angeles, CA 90044",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/dee-s-group-home-3-los-angeles,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/dee-s-group-home-3/5051/
Morgan Heavenly Home,"2421 8Th Ave., Los Angeles, CA 90018",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/morgan-heavenly-home,Unknown,(800) 558-0653,Not found
"In Honor Of Our Parents, Inc.","1317 W. 40Th Place, Los Angeles, CA 90037",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/in-honor-of-our-parents-inc-los-angeles,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/in-honor-of-our-parents/51835/
Harvard Adult Home Care Services,"325 S. Harvard Blvd., Los Angeles, CA 90020",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/harvard-adult-home-care-services,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/ca/glendale/harvard-health-services/74280/
Stocker Group Homes,"629 South Townsend, Santa Ana, CA 92703",Not available,Assisted Living,https://www.caring.com/senior-living/california/santa-ana/stocker-group-homes,Unknown,(800) 558-0653,Not found
Reese'S Board And Care,"11205 Monitor St., Los Angeles, CA 90059",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/reese-s-board-and-care,Unknown,(800) 558-0653,Not found
Ridgeview Home Care Center,"2327 Ridgeview Avenue, Los Angeles, CA 90041",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/ridgeview-home-care-center-los-angeles,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/ridgeview-home-care-center/52418/
Life Care Center,"909 W Santa Anita Ave, San Gabriel, CA 91776",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-gabriel/life-care-center150955,Unknown,(800) 558-0653,Not found
Balanced Living Home Care,"737 Price Dr, Burbank, CA 91504",Not available,Assisted Living,https://www.caring.com/senior-living/california/burbank/balanced-living-home-care,Unknown,(800) 558-0653,Not found
South Bay Villa I,"1416 Fern Avenue, Torrance, CA 90502",Not available,Assisted Living,https://www.caring.com/senior-living/california/torrance/south-bay-villa-i-torrance,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/torrance/south-bay-villa-i/52587/
Insight For Life,"606 N. Leaf Ave, West Covina, CA 91791",Not available,Assisted Living,https://www.caring.com/senior-living/california/west-covina/insight-for-life,Unknown,(800) 558-0653,Not found
Harmony Villa,"669 W Calaveras St. , Altadena, CA 91001","$4,500",Assisted Living,https://www.caring.com/senior-living/california/altadena/harmony-villa,Unknown,(800) 558-0653,Not found
McLennan M Manor I,"8839 McLennan Avenue, Los Angeles, CA 91343",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/mclennan-m-manor-i,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/north-hills/mclennan-m-manor/7738/
Np Care Home,"3767 Virginia Road, Los Angeles, CA 90016",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/np-care-home,Unknown,(800) 558-0653,Not found
Americare Assisted Living Of Rolling Hills,"4826 Rockbluff Dr., Rolling Hills Estates, CA 90274",Not available,Assisted Living,https://www.caring.com/senior-living/california/rolling-hills-estates/americare-assisted-living-of-rolling-hills-rolling-hills-estates,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rolling-hills-estates/americare-assisted-living-of-rolling-hills/3334/
Glendale Carehome,"714 Milford Street, Glendale, CA 91203",Not available,Assisted Living,https://www.caring.com/senior-living/california/glendale/glendale-carehome-glendale,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/glendale/glendale-carehome/51662/
Yarbrough Adult Residential Facility Ii,"827 W 64Th Street, Los Angeles, CA 90044",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/yarbrough-adult-residential-facility-ii,Unknown,(800) 558-0653,Not found
Trudez Home Care,"15516 El Cajon St., Los Angeles, CA 91342",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/trudez-home-care-af090b07-91ad-4aba-8a43-b7d08e9326d6,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/valencia/trudez-home-care/10298/
Be Well Senior Living Ii Inc.,"5104 Varna Avenue, Sherman Oaks, CA 91423",Not available,Assisted Living,https://www.caring.com/senior-living/california/sherman-oaks/be-well-senior-living-ii-inc-sherman-oaks,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/sherman-oaks/be-well-senior-living-ii/51043/
Ladera Vista,"6502 South Sherbourne Drive, Los Angeles, CA 90056",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/ladera-vista-los-angeles,Unknown,(800) 558-0653,Not found
Hendrick Adult Group Home,"1101 West Vernon Avenue, Los Angeles, CA 90037",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/hendrick-adult-group-home,Unknown,(800) 558-0653,Not found
Sagewood Gardens,"14814 Gale Avenue, Indio, CA 91745",Not available,Assisted Living,https://www.caring.com/senior-living/california/indio/sagewood-gardens,Unknown,(800) 558-0653,Not found
Kind Heart Home Care IV,"1851 Redondela Drive, Rancho Palos Verdes, CA 90275","$3,500",Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/kind-heart-home-care-iv,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/kind-heart-home-care/51898/
Lomita ADHC Center,"1234 Lomita Blvd., Suite E, Harbor City, CA 90710",Not available,Assisted Living,https://www.caring.com/senior-living/california/harbor-city/lomita-adhc-center,Unknown,(800) 558-0653,https://www.seniorcare.com/adult-day-care/ca/harbor-city/lomita-adult-day-health/663/
Fairfax Home Care Services,"1859 South Fairfax Ave, Los Angeles, CA 90019",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/fairfax-home-care-services,Unknown,(800) 558-0653,Not found
Comfort Care Home Services,"165 South Harvard Blvd., Los Angeles, CA 90004",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/comfort-care-home-services,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/comfort-home-for-elderly/4739/
Elite Manor,"1318 Paseo Valle Vis, San Dimas, CA 91724",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-dimas/elite-manor-san-dimas,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-dimas/elite-manor/5346/
Gold Country Health Center,"6041 Golden Center Court, Placerville, CA 95667",Not available,Assisted Living,https://www.caring.com/senior-living/california/placerville/gold-country-health-center,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/placerville/gold-country-health-center/555180/
Atria Grass Valley,"150 Sutton Way, Grass Valley, CA 95945","$3,295",Assisted Living,https://www.caring.com/senior-living/california/grass-valley/atria-grass-valley-95945,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/grass-valley/atria-grass-valley/51005/
AAA care,"8445 Old Auburn Rd, Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/aaa-care-95610,Unknown,(800) 558-0653,Not found
Mondell Pine Manor II,"39040 Mondell Pine Ave., Palmdale, CA 93551","$4,500",Assisted Living,https://www.caring.com/senior-living/california/palmdale/mondell-pine-manor-ii,Unknown,(800) 558-0653,Not found
Camellia Assisted Luxury Living,"4625 Chicago Avenue, Fair Oaks, CA 95628",Not available,Assisted Living,https://www.caring.com/senior-living/california/fair-oaks/camellia-assisted-luxury-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/fair-oaks/camellia-assisted-luxury-living-for-the-elderly/4250/
American River Care Center,"3900 Garefield Avenue, Carmichael, CA 95608",Not available,Assisted Living,https://www.caring.com/senior-living/california/carmichael/american-river-care-center-95608,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/carmichael/american-river-center/555450/
Senior Care of Granite Bay,"9500 Edward Ct, Granite Bay, CA 95746","$5,000",Assisted Living,https://www.caring.com/senior-living/california/granite-bay/senior-care-of-granite-bay-granite-bay,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/granite-bay/senior-care-of-granite-bay/9340/
Assisted Senior Care Facility,"7039 Claire Ave, Los Angeles, CA 91335",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/assisted-senior-care-facility-91335,Unknown,(800) 558-0653,Not found
Bridgeway Senior Care,"313 Wordsworth Ct, Roseville, CA 95747",Not available,Assisted Living,https://www.caring.com/senior-living/california/roseville/bridgeway-senior-care,Unknown,(800) 558-0653,Not found
Arvilinh Home Care,"9351 Melba Drive, Garden Grove, CA 92841","$5,500",Assisted Living,https://www.caring.com/senior-living/california/garden-grove/arvilinh-home-care,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/garden-grove/arvilinh-home-care/3596/
JMS Residential Care,"15346 Mayall Street, Mission Hills, CA 91345",Not available,Assisted Living,https://www.caring.com/senior-living/california/mission-hills/jms-residential-care,Unknown,(800) 558-0653,Not found
Brunswick Village,"316 Olympia Park Circle, Grass Valley, CA 95945","$3,550",Assisted Living,https://www.caring.com/senior-living/california/grass-valley/brunswick-village-95945,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/grass-valley/brunswick-village/4158/
Family Choice Senior Care,"13652 Alderton Lane, Cerritos, CA 90703",Not available,Assisted Living,https://www.caring.com/senior-living/california/cerritos/family-choice-senior-care-90703,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/cerritos/family-choice-senior-care-2/5635/
Pinnacles at Burton Memory Care,"8757 Burton Way, Los Angeles, CA 90048","$4,000",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/pinnacles-at-burton-memory-care,Unknown,(800) 558-0653,Not found
Blades Roper Board & Care,"3848 La Salle Ave, Los Angeles, CA 90062","$1,700",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/blades-roper-board-and-care-90062,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/blades-roper-board-care/4010/
Mondell Pine Manor I,"39046 Mondell Pine Ave., Palmdale, CA 93551","$4,500",Assisted Living,https://www.caring.com/senior-living/california/palmdale/mondell-pine-manor-i,Unknown,(800) 558-0653,Not found
California State Health Group LLC,"9526 Saloma Ave., North Hills, CA 91343",Not available,Assisted Living,https://www.caring.com/senior-living/california/north-hills/california-state-health-group-llc,Unknown,(800) 558-0653,Not found
Hannah'S Home Care,"5581 Lime Avenue, Cypress, CA 90630",Not available,Assisted Living,https://www.caring.com/senior-living/california/cypress/hannah-s-home-care-cypress,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/cypress/hannah-s-home-care/51762/
Home Instead Senior Care,"3625 Del Amo Boulevard, Torrance, CA 90503",Not available,Assisted Living,https://www.caring.com/senior-living/california/torrance/home-instead-senior-care-torrance,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/ca/torrance/home-instead-senior-care/61369/
Amang'S Home,"7401 Mar Vista Way, Citrus Heights, CA 95621",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/amang-s-home-citrus-heights,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/amang-s-home/3291/
Rancho Vista Manor,"39258 Dunbar St, Palmdale, CA 93551",Not available,Assisted Living,https://www.caring.com/senior-living/california/palmdale/rancho-vista-manor-93551,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/palmdale/rancho-vista-manor/8853/
Golden Legacy Elderly Care II,"2710 Eastern Ave, Sacramento, CA 95821","$3,500",Assisted Living,https://www.caring.com/senior-living/california/sacramento/golden-legacy-elderly-care-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/sacramento/golden-home/6094/
Peaceful Kingdom II,"17740 Baltar St, Los Angeles, CA 91335","$3,500",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/peaceful-kingdom-ii,Unknown,(800) 558-0653,Not found
Granite Bay Villa,"8352 Joe Rodgers Road, Granite Bay, CA 95746",Not available,Assisted Living,https://www.caring.com/senior-living/california/granite-bay/granite-bay-villa,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/granite-bay/granite-bay-villa/6294/
Serento Casa,"1740 S. San Dimas Ave., San Dimas, CA 91773","$3,295",Assisted Living,https://www.caring.com/senior-living/california/san-dimas/serento-casa,Unknown,(800) 558-0653,Not found
Savant of Burbank East,"1900 Grismer Ave., Burbank, CA 91504","$5,000",Assisted Living,https://www.caring.com/senior-living/california/burbank/savant-of-burbank-east,Unknown,(800) 558-0653,Not found
Lakefront Oaks Estate - CLOSED,"2272 Stagecoach Road, Placerville, CA 95667",Not available,Assisted Living,https://www.caring.com/senior-living/california/placerville/lakefront-oaks-estate-closed,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/placerville/lakefront-oaks-estate/51937/
Bethesda,"8312 Bramble Tree Way, Citrus Heights, CA 95621","$2,000",Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/bethesda-95621,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/bethesda/3967/
"Mgh Corporation, The","1201-1203 West 101St Street, Los Angeles, CA 90044",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/mgh-corporation-the,Unknown,(800) 558-0653,Not found
Ana's Loving Home Care,"7544 Soquel Way, Citrus Heights, CA 95610","$3,500",Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/tender-loving-care-i-95616,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/ana-s-loving-home-care-rcfe/10140/
A Five Star Residence For Seniors,"7771 Twin Oaks Ave., Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/a-five-star-residence-for-seniors-citrus-heights,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/a-five-star-residence-for-seniors/50758/
